CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn,TotalCharges
CUST0390,Male,0,No,No,70,Yes,No phone service,DSL,No,Yes,No internet service,Yes,Two year,No,Credit card,79.06,No,5534.2
CUST0391,Male,0,No,No,66,Yes,No,DSL,Yes,Yes,No,No internet service,Two year,Yes,Credit card,81.02,No,5347.32
CUST0392,Male,1,Yes,No,19,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,One year,Yes,Mailed check,35.4,No,672.6
CUST0393,Female,0,No,No,34,Yes,No phone service,DSL,No,No,No,Yes,Month-to-month,No,Electronic check,99.37,Yes,3378.58
CUST0394,Female,0,No,No,16,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,Two year,Yes,Mailed check,98.52,No,1576.32
CUST0395,Male,0,Yes,No,17,Yes,No phone service,DSL,Yes,No,No,No internet service,One year,No,Electronic check,43.73,Yes,743.41
CUST0396,Female,0,Yes,Yes,44,Yes,No phone service,No,Yes,Yes,Yes,No internet service,Two year,No,Mailed check,48.87,Yes,2150.28
CUST0397,Female,0,No,No,52,Yes,Yes,DSL,Yes,No,Yes,Yes,One year,No,Electronic check,113.8,No,5917.6
CUST0398,Female,1,Yes,No,67,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,One year,Yes,Bank transfer,102.57,No,6872.19
CUST0399,Female,0,No,Yes,64,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card,89.78,No,5745.92
CUST0400,Male,0,No,Yes,0,Yes,Yes,No,No,No,No internet service,No,One year,No,Bank transfer,28.22,No,0.0
CUST0401,Female,0,No,No,57,No,No phone service,Fiber optic,No,Yes,Yes,No internet service,Two year,No,Credit card,61.83,No,3524.31
CUST0402,Female,0,No,Yes,25,Yes,No,DSL,Yes,No,No,No internet service,Two year,No,Electronic check,75.93,No,1898.25
CUST0403,Male,0,No,No,19,Yes,No phone service,DSL,No,No,Yes,No,Month-to-month,Yes,Bank transfer,38.74,No,736.06
CUST0404,Male,0,No,Yes,9,Yes,No phone service,No,No internet service,No,No,No,Month-to-month,No,Credit card,64.82,No,583.38
CUST0405,Female,0,Yes,No,58,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,One year,No,Mailed check,80.1,No,4645.8
CUST0406,Female,1,Yes,Yes,40,Yes,No,No,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,52.74,No,2109.6
CUST0407,Female,0,No,Yes,4,Yes,Yes,DSL,Yes,No,Yes,Yes,Two year,Yes,Electronic check,98.09,No,392.36
CUST0408,Female,0,No,No,64,Yes,No phone service,No,Yes,No internet service,Yes,Yes,Two year,No,Mailed check,104.04,No,6658.56
CUST0409,Female,0,No,No,16,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,52.36,Yes,837.76
CUST0410,Female,0,Yes,No,21,Yes,Yes,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card,103.87,No,2181.27
CUST0411,Male,0,No,No,40,Yes,No phone service,Fiber optic,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,30.36,Yes,1214.4
CUST0412,Female,0,Yes,No,67,Yes,No,Fiber optic,No,Yes,Yes,No,One year,No,Credit card,103.77,No,6952.59
CUST0413,Female,0,No,Yes,68,Yes,No phone service,DSL,No internet service,Yes,Yes,No,One year,No,Mailed check,35.28,Yes,2399.04
CUST0414,Male,0,No,No,10,Yes,No phone service,DSL,Yes,No,Yes,No internet service,Two year,Yes,Electronic check,28.29,No,282.9
CUST0415,Male,0,Yes,No,55,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,One year,Yes,Mailed check,84.18,No,4629.9
CUST0416,Male,0,Yes,Yes,50,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,One year,Yes,Credit card,67.19,No,3359.5
CUST0417,Male,0,No,Yes,20,Yes,No phone service,No,No internet service,Yes,Yes,No,One year,No,Credit card,110.79,No,2215.8
CUST0418,Female,1,No,No,25,Yes,No,Fiber optic,No,No internet service,No,No internet service,One year,Yes,Credit card,56.32,No,1408.0
CUST0419,Female,0,No,Yes,18,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,Two year,No,Electronic check,48.72,No,876.96
CUST0420,Female,0,Yes,Yes,59,Yes,Yes,DSL,No internet service,Yes,Yes,No,Month-to-month,No,Mailed check,70.07,No,4134.13
CUST0421,Female,1,Yes,No,70,Yes,No,No,No,Yes,Yes,No internet service,Two year,No,Mailed check,65.59,No,4591.3
CUST0422,Female,0,Yes,Yes,46,Yes,No phone service,DSL,No,No,Yes,No internet service,One year,Yes,Credit card,54.44,No,2504.24
CUST0423,Female,1,Yes,Yes,70,Yes,Yes,DSL,No,No,No,No,Month-to-month,Yes,Credit card,89.37,No,6255.9
CUST0424,Male,0,Yes,No,25,Yes,Yes,DSL,No internet service,No,No,No internet service,Month-to-month,Yes,Credit card,95.96,No,2399.0
CUST0425,Female,0,Yes,No,39,Yes,No phone service,No,No,No internet service,No internet service,No,Month-to-month,No,Credit card,105.3,Yes,4106.7
CUST0426,Male,0,No,Yes,4,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,Two year,Yes,Bank transfer,117.29,No,469.16
CUST0427,Male,0,No,Yes,20,Yes,Yes,DSL,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer,46.67,No,933.4
CUST0428,Female,0,Yes,No,3,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,Two year,No,Bank transfer,91.61,No,274.83
CUST0429,Male,0,No,Yes,22,Yes,Yes,DSL,No internet service,No,Yes,No internet service,Two year,No,Credit card,59.43,No,1307.46
CUST0430,Female,0,No,Yes,14,Yes,No phone service,No,Yes,No internet service,No,No,One year,Yes,Credit card,87.71,No,1227.94
CUST0431,Male,0,Yes,Yes,7,Yes,No phone service,DSL,No internet service,No internet service,No,No internet service,One year,No,Mailed check,67.6,Yes,473.2
CUST0432,Female,0,No,No,40,No,No,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,119.38,No,4775.2
CUST0433,Male,1,Yes,Yes,18,Yes,No phone service,DSL,Yes,No internet service,Yes,No,Month-to-month,No,Mailed check,92.89,Yes,1672.02
CUST0434,Female,0,Yes,Yes,45,Yes,No,Fiber optic,No,Yes,No,No internet service,One year,No,Bank transfer,115.25,No,5186.25
CUST0435,Female,0,No,No,27,Yes,No phone service,DSL,No internet service,No,Yes,Yes,Two year,Yes,Mailed check,103.5,Yes,2794.5
CUST0436,Female,0,Yes,Yes,67,Yes,Yes,No,Yes,No,Yes,No internet service,Two year,No,Credit card,110.29,No,7389.43
CUST0437,Female,0,Yes,Yes,14,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,One year,No,Bank transfer,101.44,No,1420.16
CUST0438,Female,1,Yes,No,36,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Two year,No,Bank transfer,65.92,Yes,2373.12
CUST0439,Male,0,Yes,No,0,Yes,No phone service,DSL,No,No,No internet service,No internet service,One year,Yes,Electronic check,45.18,No,0.0
CUST0440,Male,0,Yes,No,66,Yes,Yes,No,Yes,No,No internet service,Yes,One year,No,Electronic check,57.03,No,3763.98
CUST0441,Male,0,Yes,No,23,Yes,No phone service,No,No internet service,No internet service,Yes,No,Month-to-month,No,Bank transfer,22.02,No,506.46
CUST0442,Female,0,Yes,Yes,26,Yes,No,Fiber optic,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer,72.4,No,1882.4
CUST0443,Male,0,Yes,Yes,39,Yes,No,No,No internet service,No,Yes,Yes,One year,Yes,Mailed check,70.51,Yes,2749.89
CUST0444,Female,0,No,No,62,Yes,No,DSL,No internet service,No,No,No,Month-to-month,No,Bank transfer,72.53,Yes,4496.86
CUST0445,Female,0,No,No,60,Yes,No,DSL,Yes,Yes,Yes,No internet service,One year,No,Credit card,117.4,No,7044.0
CUST0446,Male,0,No,Yes,35,Yes,No,DSL,No,No,No,No,Two year,No,Mailed check,111.15,No,3890.25
CUST0447,Male,0,Yes,No,23,No,No phone service,No,Yes,No,No,Yes,Two year,Yes,Credit card,36.17,No,831.91
CUST0448,Female,1,Yes,Yes,23,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,56.89,Yes,1308.47
CUST0449,Male,1,No,No,3,Yes,No,DSL,No internet service,No,Yes,No,Two year,Yes,Credit card,62.4,Yes,187.2
CUST0450,Female,0,No,Yes,66,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,56.05,No,3699.3
CUST0451,Female,0,No,No,33,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,Two year,No,Electronic check,99.85,Yes,3295.05
CUST0452,Female,0,Yes,No,56,Yes,No,No,Yes,No,No,No,Two year,No,Electronic check,72.4,No,4054.4
CUST0453,Female,0,No,Yes,48,Yes,No phone service,No,Yes,No,Yes,No internet service,Two year,Yes,Credit card,77.21,Yes,3706.08
CUST0454,Female,1,No,No,52,Yes,No phone service,No,No,Yes,No,No internet service,Two year,No,Bank transfer,105.3,Yes,5475.6
CUST0455,Male,0,Yes,Yes,22,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,One year,No,Mailed check,100.59,No,2212.98
CUST0456,Male,0,No,Yes,68,Yes,No,No,Yes,Yes,No,No internet service,Two year,Yes,Credit card,33.22,No,2258.96
CUST0457,Female,0,Yes,Yes,52,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,Month-to-month,No,Mailed check,91.39,No,4752.28
CUST0458,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,63.54,Yes,3875.94
CUST0459,Male,0,Yes,Yes,40,Yes,Yes,No,No internet service,No internet service,No,Yes,Month-to-month,No,Bank transfer,49.46,No,1978.4
CUST0460,Male,0,No,No,56,Yes,No,DSL,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,25.0,No,1400.0
CUST0461,Female,0,No,No,59,No,Yes,DSL,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,68.72,No,4054.48
CUST0462,Male,0,Yes,Yes,53,Yes,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,55.54,No,2943.62
CUST0463,Female,0,No,No,69,Yes,Yes,No,Yes,No internet service,Yes,Yes,One year,Yes,Bank transfer,45.15,No,3115.35
CUST0464,Male,0,No,Yes,56,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Month-to-month,Yes,Credit card,89.47,No,5010.32
CUST0465,Female,0,No,No,9,Yes,Yes,No,Yes,No internet service,No,Yes,Two year,No,Electronic check,96.95,No,872.55
CUST0466,Male,0,No,No,39,Yes,No,Fiber optic,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,44.48,No,1734.72
CUST0467,Female,0,Yes,No,6,No,No,No,No,No,No internet service,No,One year,No,Credit card,24.94,Yes,149.64
CUST0468,Male,0,No,No,37,Yes,No phone service,DSL,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,104.88,No,3880.56
CUST0469,Male,0,Yes,Yes,60,Yes,No,DSL,Yes,No,No,Yes,Two year,Yes,Bank transfer,21.0,No,1260.0
CUST0470,Female,0,Yes,Yes,2,Yes,Yes,No,No internet service,No,Yes,Yes,Two year,Yes,Mailed check,113.71,No,227.42
CUST0471,Male,0,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,One year,No,Credit card,82.76,No,4138.0
CUST0472,Female,1,Yes,No,46,Yes,No,DSL,Yes,No,No internet service,No internet service,One year,Yes,Bank transfer,52.18,No,2400.28
CUST0473,Male,0,No,Yes,67,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,One year,Yes,Credit card,44.65,No,2991.55
CUST0474,Female,0,No,No,37,Yes,No,No,Yes,No internet service,No,No,One year,No,Mailed check,20.9,No,773.3
CUST0475,Male,0,Yes,Yes,35,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card,43.55,No,1524.25
CUST0476,Female,0,Yes,Yes,40,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer,33.77,No,1350.8
CUST0477,Male,0,Yes,Yes,68,Yes,No phone service,No,Yes,Yes,No internet service,Yes,Two year,No,Mailed check,81.22,No,5522.96
CUST0478,Female,0,Yes,No,12,No,No phone service,DSL,Yes,Yes,Yes,No internet service,One year,No,Mailed check,36.65,No,439.8
CUST0479,Male,0,No,Yes,57,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,One year,Yes,Electronic check,72.86,Yes,4153.02
CUST0480,Female,0,No,No,49,Yes,Yes,DSL,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,79.01,No,3871.49
CUST0481,Female,0,No,Yes,29,Yes,No,DSL,No,No,Yes,Yes,One year,Yes,Credit card,49.8,No,1444.2
CUST0482,Female,0,Yes,No,61,Yes,No,Fiber optic,Yes,No,No,No internet service,Two year,No,Electronic check,23.51,No,1434.11
CUST0483,Male,0,Yes,No,24,No,No phone service,DSL,No,No,Yes,Yes,Two year,No,Electronic check,23.73,No,569.52
CUST0484,Female,0,Yes,No,26,Yes,No,DSL,No,Yes,No,No,One year,No,Electronic check,22.63,No,588.38
CUST0485,Male,0,No,Yes,50,Yes,No,No,No internet service,Yes,No internet service,No,Two year,Yes,Electronic check,93.91,No,4695.5
CUST0486,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,Two year,Yes,Bank transfer,51.8,No,2900.8
CUST0487,Male,0,No,No,46,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,99.63,No,4582.98
CUST0488,Female,0,Yes,No,38,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,Two year,Yes,Electronic check,63.17,No,2400.46
CUST0489,Male,0,No,No,15,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,One year,Yes,Credit card,65.3,No,979.5
CUST0490,Male,0,No,Yes,21,Yes,No,DSL,No internet service,Yes,No internet service,Yes,One year,No,Bank transfer,71.29,Yes,1497.09
CUST0491,Female,0,Yes,Yes,53,Yes,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,91.3,No,4838.9
CUST0492,Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,No internet service,Yes,No,No,One year,No,Bank transfer,47.35,No,947.0
CUST0493,Male,0,No,Yes,71,No,Yes,DSL,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,32.16,Yes,2283.36
CUST0494,Female,0,No,No,15,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,Two year,Yes,Bank transfer,75.61,No,1134.15
CUST0495,Male,0,Yes,No,58,Yes,No,No,Yes,No internet service,Yes,No internet service,Two year,No,Bank transfer,52.7,No,3056.6
CUST0496,Male,0,Yes,Yes,30,Yes,No phone service,No,No,No,Yes,Yes,Two year,Yes,Credit card,64.25,No,1927.5
CUST0497,Male,1,No,Yes,41,Yes,Yes,No,No,Yes,No internet service,No,One year,Yes,Bank transfer,84.69,No,3472.29
CUST0498,Female,0,Yes,No,31,Yes,No,DSL,Yes,No internet service,No,Yes,One year,No,Credit card,69.41,No,2151.71
CUST0499,Male,1,No,Yes,58,Yes,No,DSL,Yes,No internet service,No internet service,No,Two year,Yes,Mailed check,82.03,No,4757.74
CUST0500,Female,0,No,Yes,33,No,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,74.42,Yes,2455.86
CUST0501,Male,0,Yes,Yes,8,Yes,No phone service,DSL,No internet service,No internet service,No,No,One year,No,Credit card,93.98,No,751.84
CUST0502,Male,0,Yes,Yes,10,Yes,Yes,No,Yes,No,No,No internet service,Two year,No,Bank transfer,90.59,No,905.9
CUST0503,Male,1,Yes,Yes,9,Yes,No,DSL,No,No,Yes,Yes,Two year,No,Bank transfer,73.42,No,660.78
CUST0504,Female,0,Yes,Yes,16,Yes,No phone service,No,No,No internet service,No internet service,Yes,One year,No,Credit card,87.89,Yes,1406.24
CUST0505,Male,0,Yes,No,67,Yes,No,Fiber optic,No internet service,No,No internet service,No,Two year,No,Mailed check,107.36,Yes,7193.12
CUST0506,Male,0,No,Yes,47,Yes,Yes,No,Yes,No,No internet service,Yes,Two year,No,Electronic check,63.23,Yes,2971.81
CUST0507,Female,0,No,Yes,51,Yes,No phone service,No,No,No,Yes,No internet service,Two year,Yes,Bank transfer,61.28,No,3125.28
CUST0508,Male,0,Yes,No,24,Yes,No,DSL,No internet service,No,No,Yes,Two year,Yes,Mailed check,96.42,No,2314.08
CUST0509,Female,0,Yes,No,20,Yes,No,DSL,No,No internet service,Yes,No,One year,Yes,Electronic check,78.26,Yes,1565.2
CUST0510,Female,0,Yes,No,64,Yes,No,DSL,Yes,Yes,No internet service,No internet service,Two year,No,Electronic check,27.1,No,1734.4
CUST0511,Male,0,No,Yes,62,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer,109.21,No,6771.02
CUST0512,Female,1,Yes,No,50,Yes,No phone service,DSL,No,No,No,No,Two year,No,Credit card,23.08,No,1154.0
CUST0513,Male,1,Yes,Yes,35,Yes,Yes,DSL,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer,94.84,No,3319.4
CUST0514,Female,0,No,Yes,65,Yes,Yes,Fiber optic,Yes,No,No internet service,No,Two year,No,Bank transfer,95.88,Yes,6232.2
CUST0515,Female,0,No,Yes,14,Yes,Yes,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer,115.31,No,1614.34
CUST0516,Male,1,Yes,No,38,Yes,No phone service,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,25.41,Yes,965.58
CUST0517,Female,0,Yes,No,69,Yes,Yes,No,No,No internet service,Yes,No internet service,Two year,No,Credit card,79.69,No,5498.61
CUST0518,Female,0,Yes,No,0,No,Yes,Fiber optic,Yes,No internet service,No,No,Two year,No,Mailed check,62.78,No,0.0
CUST0519,Female,1,No,No,22,Yes,Yes,No,No,No internet service,No,No internet service,Two year,No,Bank transfer,53.06,No,1167.32
CUST0520,Female,0,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Month-to-month,Yes,Credit card,29.03,No,1103.14
CUST0521,Female,0,Yes,Yes,56,Yes,No,Fiber optic,Yes,No,No,No,One year,Yes,Electronic check,76.27,No,4271.12
CUST0522,Male,0,Yes,Yes,33,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,One year,No,Credit card,67.9,No,2240.7
CUST0523,Female,1,No,Yes,40,Yes,No,No,No internet service,No,Yes,No,Two year,No,Bank transfer,30.46,No,1218.4
CUST0524,Male,1,No,Yes,12,Yes,Yes,Fiber optic,No,Yes,No internet service,No,One year,No,Credit card,81.25,Yes,975.0
CUST0525,Female,1,Yes,No,69,Yes,No phone service,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,93.8,No,6472.2
CUST0526,Male,0,Yes,No,5,Yes,No,No,No internet service,Yes,No,No,Two year,No,Electronic check,96.73,No,483.65
CUST0527,Male,1,No,Yes,51,No,No,DSL,No internet service,Yes,Yes,No,Month-to-month,No,Credit card,110.54,No,5637.54
CUST0528,Female,0,No,No,2,Yes,No,DSL,No,No internet service,No,No internet service,Two year,Yes,Electronic check,60.95,No,121.9
CUST0529,Female,0,No,No,62,Yes,No,Fiber optic,No,Yes,Yes,No internet service,One year,No,Mailed check,115.31,No,7149.22
CUST0530,Female,0,No,Yes,48,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Month-to-month,No,Credit card,106.54,No,5113.92
CUST0531,Male,0,No,Yes,46,Yes,Yes,No,No internet service,Yes,Yes,Yes,One year,Yes,Electronic check,49.65,No,2283.9
CUST0532,Female,0,No,No,54,Yes,No,Fiber optic,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,35.93,No,1940.22
CUST0533,Male,0,No,No,63,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,One year,No,Credit card,63.54,Yes,4003.02
CUST0534,Male,0,No,Yes,64,Yes,No,No,No internet service,No,Yes,No,Two year,Yes,Mailed check,60.19,No,3852.16
CUST0535,Male,0,No,Yes,66,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,One year,No,Credit card,77.57,No,5119.62
CUST0536,Female,0,Yes,Yes,14,Yes,No,Fiber optic,Yes,No internet service,No,Yes,One year,Yes,Electronic check,78.34,No,1096.76
CUST0537,Female,0,Yes,No,31,Yes,No phone service,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card,95.0,No,2945.0
CUST0538,Male,0,Yes,Yes,67,Yes,Yes,No,Yes,No,No internet service,Yes,One year,No,Electronic check,70.99,No,4756.33
CUST0539,Male,0,No,Yes,17,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,Two year,No,Bank transfer,30.48,No,518.16
CUST0540,Female,0,Yes,No,42,Yes,Yes,No,No internet service,No,No,No,Two year,No,Credit card,105.83,No,4444.86
CUST0541,Male,0,No,No,34,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,Two year,No,Credit card,50.98,Yes,1733.32
CUST0542,Female,0,No,No,57,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,117.13,No,6676.41
CUST0543,Male,0,Yes,No,32,Yes,No,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,31.79,No,1017.28
CUST0544,Female,0,No,No,13,Yes,No phone service,No,No,Yes,No internet service,No,One year,No,Electronic check,115.83,No,1505.79
CUST0545,Male,1,Yes,Yes,33,No,No phone service,No,No,No internet service,No internet service,Yes,One year,Yes,Electronic check,29.1,No,960.3
CUST0546,Female,0,Yes,Yes,60,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,One year,Yes,Credit card,43.1,No,2586.0
CUST0547,Male,0,Yes,No,3,Yes,Yes,DSL,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,24.66,No,73.98
CUST0548,Female,0,No,No,58,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,90.51,No,5249.58
CUST0549,Female,1,Yes,No,28,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,One year,No,Mailed check,105.03,Yes,2940.84
CUST0550,Male,0,No,No,5,Yes,No phone service,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Credit card,63.41,No,317.05
CUST0551,Male,1,Yes,No,48,Yes,No,DSL,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,112.85,Yes,5416.8
CUST0552,Female,0,Yes,Yes,39,Yes,No,Fiber optic,No,Yes,Yes,No,Two year,No,Electronic check,79.03,No,3082.17
CUST0553,Male,1,Yes,Yes,64,Yes,No,No,No internet service,No,No,No internet service,Two year,Yes,Mailed check,83.0,No,5312.0
CUST0554,Female,0,No,Yes,68,Yes,No phone service,Fiber optic,No,No,No,No,One year,No,Credit card,104.54,No,7108.72
CUST0555,Male,1,No,Yes,26,No,No,Fiber optic,No,No,No,No,One year,Yes,Mailed check,49.68,Yes,1291.68
CUST0556,Female,0,No,No,5,Yes,No,No,Yes,Yes,Yes,No internet service,Two year,Yes,Credit card,55.43,No,277.15
CUST0557,Female,0,Yes,Yes,12,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,110.6,No,1327.2
CUST0558,Female,0,Yes,No,63,Yes,Yes,DSL,No,Yes,No,Yes,One year,No,Credit card,110.1,Yes,6936.3
CUST0559,Female,0,No,No,61,Yes,No,Fiber optic,Yes,No,No,Yes,One year,No,Electronic check,117.65,No,7176.65
CUST0560,Female,0,No,No,18,Yes,No,No,Yes,No,No,No,One year,Yes,Electronic check,110.18,No,1983.24
CUST0561,Female,1,No,Yes,42,Yes,Yes,No,Yes,No internet service,No internet service,No,Month-to-month,No,Bank transfer,32.74,No,1375.08
CUST0562,Male,1,No,No,19,Yes,Yes,DSL,No,No,No internet service,No,Two year,No,Bank transfer,102.37,No,1945.03
CUST0563,Male,0,No,Yes,67,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,One year,No,Credit card,60.98,Yes,4085.66
CUST0564,Male,0,No,Yes,43,Yes,No phone service,No,No internet service,Yes,No,No internet service,Two year,Yes,Electronic check,119.08,No,5120.44
CUST0565,Female,0,Yes,No,22,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,Two year,No,Mailed check,67.23,No,1479.06
CUST0566,Female,0,No,No,1,Yes,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,75.38,No,75.38
CUST0567,Female,0,Yes,No,21,Yes,No,Fiber optic,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,72.98,No,1532.58
CUST0568,Female,0,Yes,Yes,56,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card,52.17,No,2921.52
CUST0569,Male,0,No,No,71,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card,27.5,No,1952.5
CUST0570,Male,0,No,Yes,6,Yes,No,Fiber optic,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,109.57,Yes,657.42
CUST0571,Female,0,Yes,No,55,No,No phone service,Fiber optic,No,Yes,No,Yes,Month-to-month,No,Mailed check,100.27,No,5514.85
CUST0572,Male,0,No,No,66,Yes,No,No,No,No internet service,No,No internet service,One year,No,Electronic check,33.95,No,2240.7
CUST0573,Male,0,No,Yes,15,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,Two year,Yes,Credit card,97.68,No,1465.2
CUST0574,Female,0,Yes,Yes,50,Yes,No,Fiber optic,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,82.58,No,4129.0
CUST0575,Male,1,Yes,Yes,71,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,One year,No,Mailed check,60.91,No,4324.61
CUST0576,Female,0,Yes,Yes,11,Yes,No,No,No,No internet service,No internet service,Yes,Two year,No,Bank transfer,45.4,No,499.4
CUST0577,Male,0,No,Yes,52,No,No,Fiber optic,Yes,Yes,No internet service,Yes,Month-to-month,No,Bank transfer,105.97,No,5510.44
CUST0578,Female,0,Yes,Yes,4,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer,90.02,No,360.08
CUST0579,Female,0,No,No,26,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,One year,No,Mailed check,74.77,No,1944.02
CUST0580,Female,1,Yes,No,11,Yes,No,No,No internet service,No internet service,No,Yes,Two year,No,Electronic check,80.96,Yes,890.56
CUST0581,Female,0,Yes,Yes,16,Yes,No,Fiber optic,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,29.11,Yes,465.76
CUST0582,Male,0,Yes,No,5,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,Two year,Yes,Mailed check,67.39,No,336.95
CUST0583,Female,0,No,Yes,4,No,No,No,No internet service,Yes,Yes,No,One year,Yes,Bank transfer,39.37,No,157.48
CUST0584,Female,1,No,No,56,Yes,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,40.84,No,2287.04
CUST0585,Female,1,Yes,No,27,Yes,No,No,No,Yes,No,Yes,Two year,No,Credit card,86.13,No,2325.51
CUST0586,Male,0,Yes,Yes,68,Yes,Yes,No,No internet service,Yes,Yes,No,One year,Yes,Credit card,111.13,No,7556.84
CUST0587,Female,0,Yes,Yes,58,Yes,No,No,Yes,No internet service,No internet service,No internet service,One year,No,Mailed check,60.38,No,3502.04
